Loss,Accuracy
1072.4682450294495,5.785776304364985
944.3189766407013,13.063383061015076
888.5213758945465,16.927144999605336
849.3786969184875,19.670060778277687
803.3940117359161,22.862893677480464
782.2368097305298,24.35867077117373
767.1701302528381,25.676849001499725
731.1800203323364,28.731549451416843
725.5426721572876,28.905201673375956
708.4234576225281,30.243113110742758
694.8332197666168,31.474465230089194
685.2282042503357,32.42165916804799
661.3679368495941,34.122661614965665
657.8436715602875,34.66335148788381
630.9327418804169,36.89320388349515
632.9165080785751,36.320940879311706
616.3491979837418,38.1127160786171
619.3165819644928,38.0298366090457
586.9786573648453,40.547793827452836
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
nan,0.9787670692240903
