Loss,Accuracy
22.960823103785515,97.44652300891941
21.042351685464382,97.63596179651117
19.291648307815194,97.9516931091641
19.5661186221987,97.75830768016418
19.98571009002626,97.6951614176336
18.86086308863014,97.88460020522535
19.892104818485677,97.78988081142947
19.874222939834,97.67937485200095
19.931960930116475,97.6438550793275
21.220175334252417,97.63596179651117
10.51014927122742,98.87520719867393
9.384919655974954,98.99755308232695
9.101756513118744,98.98965979951062
8.568338292185217,99.0330728550004
8.262924500042573,99.10016575893914
7.910757821169682,99.1159523245718
7.8237114906078205,99.10805904175547
7.818798687309027,99.13963217302076
7.870399719919078,99.18304522851054
7.920360395684838,99.11989896597996
